tday,stocks,cl
20071206,EWG,2975
20071206,EWJ,1279
20071206,EWQ,3094
20071206,EWU,1900
20071206,EWY,6374
20071206,EWZ,NaN
20071206,FXI,5583
20071207,EWC,2744
20071207,EWG,2974
20071207,EWJ,1267
20071207,EWQ,3068
20071207,EWU,1912
20071207,EWY,6278
20071207,EWZ,NaN
20071207,FXI,5354
20071210,EWC,2761
20071210,EWG,3006
20071210,EWJ,1271
20071210,EWQ,3114
20071210,EWU,1933
20071210,EWY,6186
20071210,EWZ,NaN
20071210,FXI,5301
20071211,EWC,2687
20071211,EWG,2932
20071211,EWJ,1243
20071211,EWQ,3034
20071211,EWU,1876
20071211,EWY,5962
20071211,EWZ,NaN
20071211,FXI,5048
20071212,EWC,2713
20071212,EWG,3002
20071212,EWJ,1253
20071212,EWQ,3101
20071212,EWU,1923
20071212,EWY,6195
20071212,EWZ,NaN
20071212,FXI,5188
20071213,EWC,2691
20071213,EWG,2966
20071213,EWJ,1227
20071213,EWQ,3038
20071213,EWU,1880
20071213,EWY,6094
20071213,EWZ,NaN
20071213,FXI,4977
20071214,EWC,2677
20071214,EWG,2890
20071214,EWJ,1179
20071214,EWQ,2953
20071214,EWU,1844
20071214,EWY,5929
20071214,EWZ,NaN
20071214,FXI,4848
20071217,EWC,2655
20071217,EWG,2828
20071217,EWJ,1159
20071217,EWQ,2907
20071217,EWU,1808
20071217,EWY,5667
20071217,EWZ,NaN
20071217,FXI,4559
20071218,EWC,2653
20071218,EWG,2875
20071218,EWJ,1179
20071218,EWQ,2924
20071218,EWU,1820
20071218,EWY,5828
20071218,EWZ,NaN
20071218,FXI,4817
20071219,EWC,2667
20071219,EWG,2852
20071219,EWJ,1171
20071219,EWQ,2912
20071219,EWU,1813
20071219,EWY,5909
20071219,EWZ,NaN
20071219,FXI,4820
20071220,EWC,2678
20071220,EWG,2866
20071220,EWJ,1176
20071220,EWQ,2924
20071220,EWU,1822
20071220,EWY,5837
20071220,EWZ,NaN
20071220,FXI,4882
20071221,EWC,2735
20071221,EWG,2929
20071221,EWJ,1194
20071221,EWQ,2976
20071221,EWU,1845
20071221,EWY,6011
20071221,EWZ,NaN
20071221,FXI,5033
20071224,EWC,2781
20071224,EWG,2947
20071224,EWJ,1192
20071224,EWQ,2984
20071224,EWU,1857
20071224,EWY,6127
20071224,EWZ,NaN
20071224,FXI,5135
20071226,EWC,2791
20071226,EWG,2954
20071226,EWJ,1197
20071226,EWQ,3006
20071226,EWU,1851
20071226,EWY,6048
20071226,EWZ,NaN
20071226,FXI,5109
20071227,EWC,2789
20071227,EWG,2955
20071227,EWJ,1178
20071227,EWQ,2994
20071227,EWU,1855
20071227,EWY,5976
20071227,EWZ,NaN
20071227,FXI,4923
20071228,EWC,2819
20071228,EWG,2993
20071228,EWJ,1192
20071228,EWQ,3050
20071228,EWU,1858
20071228,EWY,6025
20071228,EWZ,NaN
20071228,FXI,4900
20071231,EWC,2782
20071231,EWG,2962
20071231,EWJ,1194
20071231,EWQ,3001
20071231,EWU,1835
20071231,EWY,5971
20071231,EWZ,NaN
20071231,FXI,4876
20080102,EWC,2807
20080102,EWG,2958
20080102,EWJ,1189
20080102,EWQ,2994
20080102,EWU,1819
20080102,EWY,5775
20080102,EWZ,NaN
20080102,FXI,4804
20080103,EWC,2819
20080103,EWG,2950
20080103,EWJ,1193
20080103,EWQ,2992
20080103,EWU,1831
20080103,EWY,5849
20080103,EWZ,NaN
20080103,FXI,4772
20080104,EWC,2749
20080104,EWG,2892
20080104,EWJ,1163
20080104,EWQ,2919
20080104,EWU,1787
20080104,EWY,5630
20080104,EWZ,NaN
20080104,FXI,4680
20080107,EWC,2710
20080107,EWG,2894
20080107,EWJ,1156
20080107,EWQ,2940
20080107,EWU,1793
20080107,EWY,5676
20080107,EWZ,NaN
20080107,FXI,4816
20080108,EWC,2693
20080108,EWG,2874
20080108,EWJ,1153
20080108,EWQ,2917
20080108,EWU,1768
20080108,EWY,5616
20080108,EWZ,NaN
20080108,FXI,4748
20080109,EWC,2700
20080109,EWG,2884
20080109,EWJ,1178
20080109,EWQ,2926
20080109,EWU,1768
20080109,EWY,5742
20080109,EWZ,NaN
20080109,FXI,5046
20080110,EWC,2711
20080110,EWG,2892
20080110,EWJ,1168
20080110,EWQ,2933
20080110,EWU,1759
20080110,EWY,5826
20080110,EWZ,NaN
20080110,FXI,5085
20080111,EWC,2668
20080111,EWG,2851
20080111,EWJ,1149
20080111,EWQ,2877
20080111,EWU,1722
20080111,EWY,5569
20080111,EWZ,NaN
20080111,FXI,4863
20080114,EWC,2691
20080114,EWG,2903
20080114,EWJ,1163
20080114,EWQ,2936
20080114,EWU,1743
20080114,EWY,5613
20080114,EWZ,NaN
20080114,FXI,4885
20080115,EWC,2619
20080115,EWG,2823
20080115,EWJ,1131
20080115,EWQ,2848
20080115,EWU,1699
20080115,EWY,5376
20080115,EWZ,NaN
20080115,FXI,4516
20080116,EWC,2548
20080116,EWG,2744
20080116,EWJ,1110
20080116,EWQ,2794
20080116,EWU,1666
20080116,EWY,5260
20080116,EWZ,NaN
20080116,FXI,4338
20080117,EWC,2474
20080117,EWG,2703
20080117,EWJ,1095
20080117,EWQ,2732
20080117,EWU,1642
20080117,EWY,5229
20080117,EWZ,NaN
20080117,FXI,4263
20080118,EWC,2471
20080118,EWG,2694
20080118,EWJ,1123
20080118,EWQ,2729
20080118,EWU,1647
20080118,EWY,5364
20080118,EWZ,NaN
20080118,FXI,4490
20080122,EWC,2457
20080122,EWG,2524
20080122,EWJ,1082
20080122,EWQ,2639
20080122,EWU,1642
20080122,EWY,5193
20080122,EWZ,NaN
20080122,FXI,4113
20080123,EWC,2482
20080123,EWG,2476
20080123,EWJ,1086
20080123,EWQ,2578
20080123,EWU,1627
20080123,EWY,5214
20080123,EWZ,NaN
20080123,FXI,4330
20080124,EWC,2562
20080124,EWG,2555
20080124,EWJ,1104
20080124,EWQ,2680
20080124,EWU,1666
20080124,EWY,5256
20080124,EWZ,NaN
20080124,FXI,4288
20080125,EWC,2568
20080125,EWG,2508
20080125,EWJ,1121
20080125,EWQ,2611
20080125,EWU,1654
20080125,EWY,5231
20080125,EWZ,NaN
20080125,FXI,4258
20080128,EWC,2562
20080128,EWG,2576
20080128,EWJ,1114
20080128,EWQ,2658
20080128,EWU,1656
20080128,EWY,5183
20080128,EWZ,NaN
20080128,FXI,4309
20080129,EWC,2616
20080129,EWG,2591
20080129,EWJ,1133
20080129,EWQ,2693
20080129,EWU,1676
20080129,EWY,5213
20080129,EWZ,NaN
20080129,FXI,4271
20080130,EWC,2620
20080130,EWG,2587
20080130,EWJ,1128
20080130,EWQ,2665
20080130,EWU,1665
20080130,EWY,5050
20080130,EWZ,NaN
20080130,FXI,4072
20080131,EWC,2623
20080131,EWG,2608
20080131,EWJ,1143
20080131,EWQ,2683
20080131,EWU,1688
20080131,EWY,5228
20080131,EWZ,NaN
20080131,FXI,4121
20080201,EWC,2678
20080201,EWG,2629
20080201,EWJ,1153
20080201,EWQ,2731
20080201,EWU,1711
20080201,EWY,5311
20080201,EWZ,NaN
20080201,FXI,4311
20080204,EWC,2633
20080204,EWG,2626
20080204,EWJ,1149
20080204,EWQ,2706
20080204,EWU,1704
20080204,EWY,5374
20080204,EWZ,NaN
20080204,FXI,4421
20080205,EWC,2578
20080205,EWG,2488
20080205,EWJ,1111
20080205,EWQ,2543
20080205,EWU,1643
20080205,EWY,5155
20080205,EWZ,NaN
20080205,FXI,4116
20080206,EWC,2585
20080206,EWG,2513
20080206,EWJ,1096
20080206,EWQ,2554
20080206,EWU,1638
20080206,EWY,5071
20080206,EWZ,NaN
20080206,FXI,3966
20080207,EWC,2561
20080207,EWG,2497
20080207,EWJ,1103
20080207,EWQ,2540
20080207,EWU,1611
20080207,EWY,5144
20080207,EWZ,NaN
20080207,FXI,4122
20080208,EWC,2602
20080208,EWG,2488
20080208,EWJ,1075
20080208,EWQ,2512
20080208,EWU,1613
20080208,EWY,5205
20080208,EWZ,NaN
20080208,FXI,4052
20080211,EWC,2629
20080211,EWG,2500
20080211,EWJ,1086
20080211,EWQ,2523
20080211,EWU,1607
20080211,EWY,5224
20080211,EWZ,NaN
20080211,FXI,4021
20080212,EWC,2624
20080212,EWG,2564
20080212,EWJ,1102
20080212,EWQ,2598
20080212,EWU,1642
20080212,EWY,5255
20080212,EWZ,NaN
20080212,FXI,4131
20080213,EWC,2671
20080213,EWG,2604
20080213,EWJ,1094
20080213,EWQ,2623
20080213,EWU,1662
20080213,EWY,5244
20080213,EWZ,NaN
20080213,FXI,4205
20080214,EWC,2649
20080214,EWG,2583
20080214,EWJ,1105
20080214,EWQ,2608
20080214,EWU,1647
20080214,EWY,5294
20080214,EWZ,NaN
20080214,FXI,4109
20080215,EWC,2632
20080215,EWG,2575
20080215,EWJ,1118
20080215,EWQ,2607
20080215,EWU,1640
20080215,EWY,5281
20080215,EWZ,NaN
20080215,FXI,4288
20080219,EWC,2648
20080219,EWG,2614
20080219,EWJ,1129
20080219,EWQ,2646
20080219,EWU,1661
20080219,EWY,5384
20080219,EWZ,NaN
20080219,FXI,4315
20080220,EWC,2688
20080220,EWG,2609
20080220,EWJ,1105
20080220,EWQ,2650
20080220,EWU,1657
20080220,EWY,5340
20080220,EWZ,NaN
20080220,FXI,4272
20080221,EWC,2686
20080221,EWG,2583
20080221,EWJ,1114
20080221,EWQ,2638
20080221,EWU,1658
20080221,EWY,5275
20080221,EWZ,NaN
20080221,FXI,4107
20080222,EWC,2700
20080222,EWG,2590
20080222,EWJ,1122
20080222,EWQ,2680
20080222,EWU,1672
20080222,EWY,5328
20080222,EWZ,NaN
20080222,FXI,4228
20080225,EWC,2768
20080225,EWG,2616
20080225,EWJ,1146
20080225,EWQ,2726
20080225,EWU,1702
20080225,EWY,5431
20080225,EWZ,NaN
20080225,FXI,4236
20080226,EWC,2818
20080226,EWG,2665
20080226,EWJ,1158
20080226,EWQ,2764
20080226,EWU,1733
20080226,EWY,5441
20080226,EWZ,NaN
20080226,FXI,4276
20080227,EWC,2818
20080227,EWG,2687
20080227,EWJ,1152
20080227,EWQ,2784
20080227,EWU,1723
20080227,EWY,5468
20080227,EWZ,NaN
20080227,FXI,4417
20080228,EWC,2854
20080228,EWG,2661
20080228,EWJ,1140
20080228,EWQ,2755
20080228,EWU,1709
20080228,EWY,5460
20080228,EWZ,NaN
20080228,FXI,4305
20080229,EWC,2773
20080229,EWG,2589
20080229,EWJ,1126
20080229,EWQ,2677
20080229,EWU,1669
20080229,EWY,5255
20080229,EWZ,NaN
20080229,FXI,4155
20080303,EWC,2752
20080303,EWG,2594
20080303,EWJ,1125
20080303,EWQ,2684
20080303,EWU,1660
20080303,EWY,5250
20080303,EWZ,NaN
20080303,FXI,4189
20080304,EWC,2720
20080304,EWG,2554
20080304,EWJ,1099
20080304,EWQ,2658
20080304,EWU,1656
20080304,EWY,5215
20080304,EWZ,NaN
20080304,FXI,4017
20080305,EWC,2773
20080305,EWG,2585
20080305,EWJ,1105
20080305,EWQ,2694
20080305,EWU,1668
20080305,EWY,5288
20080305,EWZ,NaN
20080305,FXI,4093
20080306,EWC,2717
20080306,EWG,2568
20080306,EWJ,1096
20080306,EWQ,2652
20080306,EWU,1655
20080306,EWY,5168
20080306,EWZ,NaN
20080306,FXI,3905
20080307,EWC,2688
20080307,EWG,2529
20080307,EWJ,1079
20080307,EWQ,2617
20080307,EWU,1645
20080307,EWY,5079
20080307,EWZ,NaN
20080307,FXI,3893
20080310,EWC,2620
20080310,EWG,2503
20080310,EWJ,1075
20080310,EWQ,2591
20080310,EWU,1631
20080310,EWY,4967
20080310,EWZ,NaN
20080310,FXI,3818
20080311,EWC,2697
20080311,EWG,2585
20080311,EWJ,1106
20080311,EWQ,2669
20080311,EWU,1672
20080311,EWY,5183
20080311,EWZ,NaN
20080311,FXI,4189
20080312,EWC,2697
20080312,EWG,2592
20080312,EWJ,1106
20080312,EWQ,2680
20080312,EWU,1673
20080312,EWY,5069
20080312,EWZ,NaN
20080312,FXI,4009
20080313,EWC,2741
20080313,EWG,2607
20080313,EWJ,1110
20080313,EWQ,2698
20080313,EWU,1681
20080313,EWY,4913
20080313,EWZ,NaN
20080313,FXI,3911
20080314,EWC,2704
20080314,EWG,2556
20080314,EWJ,1036
20080314,EWQ,2647
20080314,EWU,1631
20080314,EWY,4701
20080314,EWZ,NaN
20080314,FXI,3687
20080317,EWC,2610
20080317,EWG,2507
20080317,EWJ,1066
20080317,EWQ,2613
20080317,EWU,1581
20080317,EWY,4594
20080317,EWZ,NaN
20080317,FXI,3622
20080318,EWC,2659
20080318,EWG,2574
20080318,EWJ,1096
20080318,EWQ,2695
20080318,EWU,1643
20080318,EWY,4799
20080318,EWZ,NaN
20080318,FXI,3805
20080319,EWC,2514
20080319,EWG,2496
20080319,EWJ,1063
20080319,EWQ,2598
20080319,EWU,1571
20080319,EWY,4704
20080319,EWZ,NaN
20080319,FXI,3538
20080320,EWC,2514
20080320,EWG,2503
20080320,EWJ,1083
20080320,EWQ,2619
20080320,EWU,1591
20080320,EWY,4882
20080320,EWZ,NaN
20080320,FXI,3635
20080324,EWC,2573
20080324,EWG,2587
20080324,EWJ,1116
20080324,EWQ,2676
20080324,EWU,1624
20080324,EWY,5058
20080324,EWZ,NaN
20080324,FXI,3672
20080325,EWC,2637
20080325,EWG,2596
20080325,EWJ,1128
20080325,EWQ,2717
20080325,EWU,1650
20080325,EWY,5106
20080325,EWZ,NaN
20080325,FXI,3853
20080326,EWC,2642
20080326,EWG,2612
20080326,EWJ,1119
20080326,EWQ,2742
20080326,EWU,1647
20080326,EWY,5091
20080326,EWZ,NaN
20080326,FXI,3758
20080327,EWC,2642
20080327,EWG,2621
20080327,EWJ,1115
20080327,EWQ,2732
20080327,EWU,1642
20080327,EWY,5068
20080327,EWZ,NaN
20080327,FXI,3790
20080328,EWC,2621
20080328,EWG,2618
20080328,EWJ,1120
20080328,EWQ,2722
20080328,EWU,1634
20080328,EWY,5089
20080328,EWZ,NaN
20080328,FXI,3916
20080331,EWC,2626
20080331,EWG,2634
20080331,EWJ,1112
20080331,EWQ,2757
20080331,EWU,1643
20080331,EWY,5149
20080331,EWZ,NaN
20080331,FXI,3866
20080401,EWC,2658
20080401,EWG,2699
20080401,EWJ,1144
20080401,EWQ,2845
20080401,EWU,1701
20080401,EWY,5372
20080401,EWZ,NaN
20080401,FXI,4154
20080402,EWC,2694
20080402,EWG,2694
20080402,EWJ,1142
20080402,EWQ,2848
20080402,EWU,1704
20080402,EWY,5403
20080402,EWZ,NaN
20080402,FXI,4066
20080403,EWC,2730
20080403,EWG,2691
20080403,EWJ,1148
20080403,EWQ,2837
20080403,EWU,1713
20080403,EWY,5461
20080403,EWZ,NaN
20080403,FXI,4236
20080404,EWC,2739
20080404,EWG,2701
20080404,EWJ,1149
20080404,EWQ,2848
20080404,EWU,1726
20080404,EWY,5461
20080404,EWZ,NaN
20080404,FXI,4194
20080407,EWC,2740
20080407,EWG,2715
20080407,EWJ,1157
20080407,EWQ,2859
20080407,EWU,1739
20080407,EWY,5506
20080407,EWZ,NaN
20080407,FXI,4291
20080408,EWC,2744
20080408,EWG,2704
20080408,EWJ,1140
20080408,EWQ,2845
20080408,EWU,1715
20080408,EWY,5422
20080408,EWZ,NaN
20080408,FXI,4177
20080409,EWC,2736
20080409,EWG,2691
20080409,EWJ,1122
20080409,EWQ,2832
20080409,EWU,1714
20080409,EWY,5376
20080409,EWZ,NaN
20080409,FXI,4031
20080410,EWC,2764
20080410,EWG,2687
20080410,EWJ,1119
20080410,EWQ,2830
20080410,EWU,1711
20080410,EWY,5445
20080410,EWZ,NaN
20080410,FXI,4167
20080411,EWC,2706
20080411,EWG,2638
20080411,EWJ,1126
20080411,EWQ,2775
20080411,EWU,1672
20080411,EWY,5391
20080411,EWZ,NaN
20080411,FXI,4088
20080414,EWC,2727
20080414,EWG,2641
20080414,EWJ,1119
20080414,EWQ,2796
20080414,EWU,1678
20080414,EWY,5383
20080414,EWZ,NaN
20080414,FXI,4018
20080415,EWC,2752
20080415,EWG,2651
20080415,EWJ,1127
20080415,EWQ,2801
20080415,EWU,1691
20080415,EWY,5334
20080415,EWZ,NaN
20080415,FXI,4079
20080416,EWC,2857
20080416,EWG,2733
20080416,EWJ,1163
20080416,EWQ,2886
20080416,EWU,1743
20080416,EWY,5421
20080416,EWZ,NaN
20080416,FXI,4222
20080417,EWC,2836
20080417,EWG,2701
20080417,EWJ,1146
20080417,EWQ,2864
20080417,EWU,1732
20080417,EWY,5344
20080417,EWZ,NaN
20080417,FXI,4147
20080418,EWC,2872
20080418,EWG,2738
20080418,EWJ,1177
20080418,EWQ,2890
20080418,EWU,1755
20080418,EWY,5407
20080418,EWZ,NaN
20080418,FXI,4215
20080421,EWC,2894
20080421,EWG,2757
20080421,EWJ,1174
20080421,EWQ,2897
20080421,EWU,1739
20080421,EWY,5476
20080421,EWZ,NaN
20080421,FXI,4274
20080422,EWC,2896
20080422,EWG,2729
20080422,EWJ,1151
20080422,EWQ,2867
20080422,EWU,1736
20080422,EWY,5372
20080422,EWZ,NaN
20080422,FXI,4254
20080423,EWC,2816
20080423,EWG,2752
20080423,EWJ,1164
20080423,EWQ,2903
20080423,EWU,1738
20080423,EWY,5534
20080423,EWZ,NaN
20080423,FXI,4509
20080424,EWC,2801
20080424,EWG,2728
20080424,EWJ,1155
20080424,EWQ,2878
20080424,EWU,1732
20080424,EWY,5531
20080424,EWZ,NaN
20080424,FXI,4587
20080425,EWC,2828
20080425,EWG,2747
20080425,EWJ,1177
20080425,EWQ,2893
20080425,EWU,1752
20080425,EWY,5593
20080425,EWZ,NaN
20080425,FXI,4526
20080428,EWC,2827
20080428,EWG,2751
20080428,EWJ,1199
20080428,EWQ,2901
20080428,EWU,1749
20080428,EWY,5581
20080428,EWZ,NaN
20080428,FXI,4502
20080429,EWC,2771
20080429,EWG,2722
20080429,EWJ,1188
20080429,EWQ,2873
20080429,EWU,1732
20080429,EWY,5491
20080429,EWZ,NaN
20080429,FXI,4505
20080430,EWC,2812
20080430,EWG,2732
20080430,EWJ,1193
20080430,EWQ,2877
20080430,EWU,1740
20080430,EWY,5549
20080430,EWZ,NaN
20080430,FXI,4542
20080501,EWC,2803
20080501,EWG,2771
20080501,EWJ,1204
20080501,EWQ,2903
20080501,EWU,1752
20080501,EWY,5628
20080501,EWZ,NaN
20080501,FXI,4639
20080502,EWC,2851
20080502,EWG,2752
20080502,EWJ,1202
20080502,EWQ,2900
20080502,EWU,1766
20080502,EWY,5662
20080502,EWZ,NaN
20080502,FXI,4681
20080505,EWC,2862
20080505,EWG,2776
20080505,EWJ,1203
20080505,EWQ,2901
20080505,EWU,1759
20080505,EWY,5635
20080505,EWZ,NaN
20080505,FXI,4639
20080506,EWC,2924
20080506,EWG,2785
20080506,EWJ,1209
20080506,EWQ,2929
20080506,EWU,1780
20080506,EWY,5646
20080506,EWZ,NaN
20080506,FXI,4670
20080507,EWC,2901
20080507,EWG,2744
20080507,EWJ,1193
20080507,EWQ,2872
20080507,EWU,1749
20080507,EWY,5425
20080507,EWZ,NaN
20080507,FXI,4395
20080508,EWC,2924
20080508,EWG,2764
20080508,EWJ,1199
20080508,EWQ,2889
20080508,EWU,1767
20080508,EWY,5418
20080508,EWZ,NaN
20080508,FXI,4461
20080509,EWC,2939
20080509,EWG,2757
20080509,EWJ,1180
20080509,EWQ,2868
20080509,EWU,1752
20080509,EWY,5284
20080509,EWZ,NaN
20080509,FXI,4349
20080512,EWC,2984
20080512,EWG,2792
20080512,EWJ,1184
20080512,EWQ,2901
20080512,EWU,1767
20080512,EWY,5370
20080512,EWZ,NaN
20080512,FXI,4370
20080513,EWC,2969
20080513,EWG,2777
20080513,EWJ,1185
20080513,EWQ,2893
20080513,EWU,1746
20080513,EWY,5353
20080513,EWZ,NaN
20080513,FXI,4431
20080514,EWC,2968
20080514,EWG,2776
20080514,EWJ,1196
20080514,EWQ,2907
20080514,EWU,1739
20080514,EWY,5383
20080514,EWZ,NaN
20080514,FXI,4463
20080515,EWC,3021
20080515,EWG,2805
20080515,EWJ,1220
20080515,EWQ,2949
20080515,EWU,1764
20080515,EWY,5551
20080515,EWZ,NaN
20080515,FXI,4525
20080516,EWC,3060
20080516,EWG,2859
20080516,EWJ,1224
20080516,EWQ,2981
20080516,EWU,1795
20080516,EWY,5601
20080516,EWZ,NaN
20080516,FXI,4541
20080519,EWC,3066
20080519,EWG,2850
20080519,EWJ,1222
20080519,EWQ,2975
20080519,EWU,1789
20080519,EWY,5544
20080519,EWZ,NaN
20080519,FXI,4547
20080520,EWC,3097
20080520,EWG,2834
20080520,EWJ,1211
20080520,EWQ,2967
20080520,EWU,1765
20080520,EWY,5381
20080520,EWZ,NaN
20080520,FXI,4360
20080521,EWC,3061
20080521,EWG,2803
20080521,EWJ,1190
20080521,EWQ,2943
20080521,EWU,1743
20080521,EWY,5309
20080521,EWZ,NaN
20080521,FXI,4352
20080522,EWC,3067
20080522,EWG,2829
20080522,EWJ,1207
20080522,EWQ,2969
20080522,EWU,1768
20080522,EWY,5345
20080522,EWZ,NaN
20080522,FXI,4392
20080523,EWC,3043
20080523,EWG,2787
20080523,EWJ,1197
20080523,EWQ,2933
20080523,EWU,1746
20080523,EWY,5241
20080523,EWZ,NaN
20080523,FXI,4279
20080527,EWC,2983
20080527,EWG,2791
20080527,EWJ,1201
20080527,EWQ,2931
20080527,EWU,1743
20080527,EWY,5333
20080527,EWZ,NaN
20080527,FXI,4296
20080528,EWC,3029
20080528,EWG,2802
20080528,EWJ,1187
20080528,EWQ,2947
20080528,EWU,1751
20080528,EWY,5319
20080528,EWZ,NaN
20080528,FXI,4290
20080529,EWC,3004
20080529,EWG,2787
20080529,EWJ,1201
20080529,EWQ,2935
20080529,EWU,1740
20080529,EWY,5414
20080529,EWZ,NaN
20080529,FXI,4350
20080530,EWC,3033
20080530,EWG,2803
20080530,EWJ,1217
20080530,EWQ,2959
20080530,EWU,1736
20080530,EWY,5483
20080530,EWZ,NaN
20080530,FXI,4354
20080602,EWC,3024
20080602,EWG,2760
20080602,EWJ,1220
20080602,EWQ,2904
20080602,EWU,1711
20080602,EWY,5426
20080602,EWZ,NaN
20080602,FXI,4377
20080603,EWC,2980
20080603,EWG,2741
20080603,EWJ,1219
20080603,EWQ,2897
20080603,EWU,1723
20080603,EWY,5372
20080603,EWZ,NaN
20080603,FXI,4214
20080604,EWC,2958
20080604,EWG,2724
20080604,EWJ,1233
20080604,EWQ,2872
20080604,EWU,1701
20080604,EWY,5389
20080604,EWZ,NaN
20080604,FXI,4165
20080605,EWC,3022
20080605,EWG,2772
20080605,EWJ,1243
20080605,EWQ,2923
20080605,EWU,1731
20080605,EWY,5467
20080605,EWZ,NaN
20080605,FXI,4302
20080606,EWC,3002
20080606,EWG,2706
20080606,EWJ,1199
20080606,EWQ,2847
20080606,EWU,1690
20080606,EWY,5263
20080606,EWZ,NaN
20080606,FXI,4050
20080609,EWC,2999
20080609,EWG,2716
20080609,EWJ,1201
20080609,EWQ,2845
20080609,EWU,1694
20080609,EWY,5249
20080609,EWZ,NaN
20080609,FXI,4072
20080610,EWC,2942
20080610,EWG,2665
20080610,EWJ,1175
20080610,EWQ,2795
20080610,EWU,1666
20080610,EWY,5148
20080610,EWZ,NaN
20080610,FXI,3967
20080611,EWC,2964
20080611,EWG,2619
20080611,EWJ,1158
20080611,EWQ,2748
20080611,EWU,1639
20080611,EWY,5101
20080611,EWZ,NaN
20080611,FXI,3871
20080612,EWC,2921
20080612,EWG,2612
20080612,EWJ,1155
20080612,EWQ,2725
20080612,EWU,1640
20080612,EWY,5066
20080612,EWZ,NaN
20080612,FXI,3966
20080613,EWC,2943
20080613,EWG,2642
20080613,EWJ,1167
20080613,EWQ,2738
20080613,EWU,1655
20080613,EWY,5088
20080613,EWZ,NaN
20080613,FXI,3957
20080616,EWC,2991
20080616,EWG,2661
20080616,EWJ,1177
20080616,EWQ,2755
20080616,EWU,1663
20080616,EWY,5094
20080616,EWZ,NaN
20080616,FXI,3990
20080617,EWC,3033
20080617,EWG,2678
20080617,EWJ,1185
20080617,EWQ,2760
20080617,EWU,1674
20080617,EWY,5134
20080617,EWZ,NaN
20080617,FXI,3970
20080618,EWC,3030
20080618,EWG,2659
20080618,EWJ,1173
20080618,EWQ,2730
20080618,EWU,1656
20080618,EWY,5132
20080618,EWZ,NaN
20080618,FXI,4018
20080619,EWC,2979
20080619,EWG,2687
20080619,EWJ,1169
20080619,EWQ,2727
20080619,EWU,1653
20080619,EWY,5145
20080619,EWZ,NaN
20080619,FXI,4024
20080620,EWC,2929
20080620,EWG,2605
20080620,EWJ,1131
20080620,EWQ,2668
20080620,EWU,1625
20080620,EWY,4959
20080620,EWZ,NaN
20080620,FXI,3816
20080623,EWC,2950
20080623,EWG,2604
20080623,EWJ,1139
20080623,EWQ,2662
20080623,EWU,1631
20080623,EWY,4913
20080623,EWZ,NaN
20080623,FXI,3883
20080624,EWC,2911
20080624,EWG,2592
20080624,EWJ,1130
20080624,EWQ,2657
20080624,EWU,1618
20080624,EWY,4895
20080624,EWZ,NaN
20080624,FXI,3863
20080625,EWC,2909
20080625,EWG,2624
20080625,EWJ,1147
20080625,EWQ,2696
20080625,EWU,1629
20080625,EWY,4968
20080625,EWZ,NaN
20080625,FXI,3949
20080626,EWC,2877
20080626,EWG,2569
20080626,EWJ,1118
20080626,EWQ,2636
20080626,EWU,1593
20080626,EWY,4841
20080626,EWZ,NaN
20080626,FXI,3749
20080627,EWC,2889
20080627,EWG,2571
20080627,EWJ,1124
20080627,EWQ,2627
20080627,EWU,1545
20080627,EWY,4801
20080627,EWZ,NaN
20080627,FXI,3768
20080630,EWC,2882
20080630,EWG,2555
20080630,EWJ,1126
20080630,EWQ,2640
20080630,EWU,1615
20080630,EWY,4766
20080630,EWZ,NaN
20080630,FXI,3791
20080701,EWC,2889
20080701,EWG,2540
20080701,EWJ,1131
20080701,EWQ,2622
20080701,EWU,1598
20080701,EWY,4723
20080701,EWZ,NaN
20080701,FXI,3771
20080702,EWC,2828
20080702,EWG,2517
20080702,EWJ,1106
20080702,EWQ,2566
20080702,EWU,1563
20080702,EWY,4591
20080702,EWZ,NaN
20080702,FXI,3635
20080703,EWC,2808
20080703,EWG,2516
20080703,EWJ,1110
20080703,EWQ,2588
20080703,EWU,1572
20080703,EWY,4612
20080703,EWZ,NaN
20080703,FXI,3640
20080707,EWC,2766
20080707,EWG,2513
20080707,EWJ,1110
20080707,EWQ,2556
20080707,EWU,1552
20080707,EWY,4543
20080707,EWZ,NaN
20080707,FXI,3721
20080708,EWC,2776
20080708,EWG,2521
20080708,EWJ,1105
20080708,EWQ,2575
20080708,EWU,1572
20080708,EWY,4573
20080708,EWZ,NaN
20080708,FXI,3792
20080709,EWC,2752
20080709,EWG,2519
20080709,EWJ,1087
20080709,EWQ,2546
20080709,EWU,1563
20080709,EWY,4491
20080709,EWZ,NaN
20080709,FXI,3715
20080710,EWC,2784
20080710,EWG,2522
20080710,EWJ,1097
20080710,EWQ,2550
20080710,EWU,1561
20080710,EWY,4602
20080710,EWZ,NaN
20080710,FXI,3858
20080711,EWC,2770
20080711,EWG,2483
20080711,EWJ,1083
20080711,EWQ,2490
20080711,EWU,1527
20080711,EWY,4628
20080711,EWZ,NaN
20080711,FXI,3855
20080714,EWC,2785
20080714,EWG,2479
20080714,EWJ,1090
20080714,EWQ,2491
20080714,EWU,1527
20080714,EWY,4598
20080714,EWZ,NaN
20080714,FXI,3817
20080715,EWC,2709
20080715,EWG,2452
20080715,EWJ,1072
20080715,EWQ,2458
20080715,EWU,1506
20080715,EWY,4462
20080715,EWZ,NaN
20080715,FXI,3700
20080716,EWC,2752
